question_num,question_text,option,count
34,"Чи вважаєте Ви викладачів, які у Вас викладають, професіоналами високого рівня?",Важко відповісти,3
35,"Чи можете Ви сказати, що Ваші стосунки з викладачами загалом мають доброзичливий",Так,4
35,"Чи можете Ви сказати, що Ваші стосунки з викладачами загалом мають доброзичливий",Скоріше так,5
35,"Чи можете Ви сказати, що Ваші стосунки з викладачами загалом мають доброзичливий",Скоріше ні,1
35,"Чи можете Ви сказати, що Ваші стосунки з викладачами загалом мають доброзичливий",Ні,0
35,"Чи можете Ви сказати, що Ваші стосунки з викладачами загалом мають доброзичливий",Важко відповісти,2
36,"Чи вважаєте Ви доцільним залучати до освітнього процесу професіоналів-практиків,",Так,9
36,"Чи вважаєте Ви доцільним залучати до освітнього процесу професіоналів-практиків,",Лише для опрацювання деяких тем,3
36,"Чи вважаєте Ви доцільним залучати до освітнього процесу професіоналів-практиків,",Ні,0
36,"Чи вважаєте Ви доцільним залучати до освітнього процесу професіоналів-практиків,",Важко відповісти,0
37,Чи задоволені Ви рівнем матеріально-технічного забезпечення навчання на освітній,Так,4
37,Чи задоволені Ви рівнем матеріально-технічного забезпечення навчання на освітній,Частково,7
37,Чи задоволені Ви рівнем матеріально-технічного забезпечення навчання на освітній,Ні,1
37,Чи задоволені Ви рівнем матеріально-технічного забезпечення навчання на освітній,Важко відповісти,0
39,Чи задоволені Ви рівнем інформаційного та навчально-методичного забезпечення нав,Так,4
39,Чи задоволені Ви рівнем інформаційного та навчально-методичного забезпечення нав,Частково,7
39,Чи задоволені Ви рівнем інформаційного та навчально-методичного забезпечення нав,Ні,1
39,Чи задоволені Ви рівнем інформаційного та навчально-методичного забезпечення нав,Важко відповісти,0
41,"Чи задоволені Ви рівнем організаційної, інформаційної, соціальної, консультаційн",Так,4
41,"Чи задоволені Ви рівнем організаційної, інформаційної, соціальної, консультаційн",Частково,7
41,"Чи задоволені Ви рівнем організаційної, інформаційної, соціальної, консультаційн",Ні,1
41,"Чи задоволені Ви рівнем організаційної, інформаційної, соціальної, консультаційн",Важко відповісти,0
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Куратор групи,6
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Деканат,1
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Викладачі,5
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Одногрупники,8
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Батьки,4
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Друзі,7
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Студентське самоврядування,2
42,Хто Вам надає найкращу підтримку? (позначте не більше 3-х варіантів),Підтримка не надається,2
43,Чи добре Ви знайомі з діяльністю Молодіжного центру університету?,Так,2
43,Чи добре Ви знайомі з діяльністю Молодіжного центру університету?,Тільки чув(ла) про його існування,9
43,Чи добре Ви знайомі з діяльністю Молодіжного центру університету?,Ні,1
44,Чи знайомі Ви з діяльністю психологічної служби університету?,Так,0
44,Чи знайомі Ви з діяльністю психологічної служби університету?,Тільки чув(ла) про її існування,5
44,Чи знайомі Ви з діяльністю психологічної служби університету?,Ні,7
45,"Чи поінформовані Ви про процедури врегулювання конфліктних ситуацій (зокрема, пр",Так,4
45,"Чи поінформовані Ви про процедури врегулювання конфліктних ситуацій (зокрема, пр",Частково,5
45,"Чи поінформовані Ви про процедури врегулювання конфліктних ситуацій (зокрема, пр",Ні,3
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,До куратора групи,10
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,До декана факультету,6
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,У навчально-методичний відділ,1
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,До проректора університету,0
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,До ректора університету,0
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,До Міністерства освіти і науки України,0
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,На гарячу лінію МОН або виконавчої влади,0
46,До кого Ви будете звертатися в разі конфліктної ситуації? (позначте не більше 3-,"Ні до кого, буду самостійно розв’язувати конфлікт",5
47,"Чи залучаються студенти, зокрема студентське самоврядування, до перегляду освітн",Так,1
47,"Чи залучаються студенти, зокрема студентське самоврядування, до перегляду освітн",Час від часу,4
47,"Чи залучаються студенти, зокрема студентське самоврядування, до перегляду освітн",Ні,2
47,"Чи залучаються студенти, зокрема студентське самоврядування, до перегляду освітн",Важко відповісти,5
48,Чи подавали Ви або Ваші одногрупники пропозиції щодо перегляду освітньої програм,Так,1
48,Чи подавали Ви або Ваші одногрупники пропозиції щодо перегляду освітньої програм,Ні,3
48,Чи подавали Ви або Ваші одногрупники пропозиції щодо перегляду освітньої програм,Не знаю,8
49,"Чи вважаєте Ви освітню програму, за якою навчаєтеся, актуальною, затребуваною, т",Так,1
49,"Чи вважаєте Ви освітню програму, за якою навчаєтеся, актуальною, затребуваною, т",Скоріше так,3
49,"Чи вважаєте Ви освітню програму, за якою навчаєтеся, актуальною, затребуваною, т",Скоріше ні,4
49,"Чи вважаєте Ви освітню програму, за якою навчаєтеся, актуальною, затребуваною, т",Ні,0
49,"Чи вважаєте Ви освітню програму, за якою навчаєтеся, актуальною, затребуваною, т",Важко відповісти,4
