question_num,question_text,response
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"1. преподавателей специалистов-практиков 
<br />2. важные дисциплины для воспитания человека
<br />3. программу, с охватом множества творческих навыков
<br />4. оборудование/техника 
<br />это всё может прикрыть даже состояние нашего здания (но было бы хорошо, если б и окна мп поставили, это дешевле бы обошлось чем из года в год тратиться на вату и скотч)"
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Пересмотреть часы на предметы которые более полезные в сфере дизайна
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Більше часу на вивчення програм, додати до вивчення нові програми (illustrator, indesign)"
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,не знаю
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Меньше акцента на дисциплины,не имеющие применения в нпшей специализации. Брльше акцента на умение продавать собственный труд,на сотрудничество с потенциальными работодателями и на актуальные задания<br />"
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Більш сучасне викладання з профільних предметів
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Нові компьютери , більше нових мольбертів"
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,более полезные больше знание в сфере дизайн
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Ніякі
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,ВАЖКО ВІДПОВІСТИ
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Більш сучасні завдання пов'язані саме з графічним дизайном, які в майбутньому можуть бути представлені у портфоліо."
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Відповідність інформації, що надається до актуальності сучасного часу (викладачі, що практикують діяльність і досі, бо в іншому випадку, інформація, що надається є застарілою та не актуальною).
<br />Більше дисциплін, які необхідні для здобуття обраної спецільності.
<br />Більш актуальне виконання поставлених завдань (не паперові макеті (на спеціалізації графічний дизайн), а робота в відповідних програмах та розробка графічного матеріалу).
<br />"
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Для дизайнерів більше компьютерних тезнологій
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Ми дуже багато малюэмо нецікаві  , банальні  натюрморти ( Глечики, тарілки, посуд , фрукти )Немає натхнення малювати одне і теж саме , писати малюнки стає рутинною справою яка не приносить насолодження , а навпаки. Я пропоную ставити більш сучасні натюрморти, щоб у студенстів було натхнення іх писати ."
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Вы обречены пока преподает Томашевский
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Неякі
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Не можу сказати
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"додаткові дисципліни мають бути необов'язковими, а всі профільні предмети мають викладатися на сучасному рівні (хоча б у сучасних програмах, а не тих, якими користувалися 15 років тому). Також, предмети, що спрямовані саме на комп'ютерну графіку, мають здаватися віртуально, а не роздруковуватись на папері, бо це, якщо чесно, не має жодного сенсу."
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Більше актуальності та менше стереотипності.
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,.
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Сучасні методи навчання
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Больше компьютерных технологий, изучение программ, работа над реальными заказами, изучение ниш заработка, оформление портфолио."
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Більше нового матеріалу
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,"Зробити її більш сучасною, вивчати нові програми, новий дизайн. Можливо залучити до освіти професіоналів або влаштовувати з ними повчальні конференції."
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,идей нету
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,не знаю если честно.
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,-
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,Ніякі
50,Які рекомендації для покращення освітньої програми Ви можете запропонувати?,осучаснити навчальну програму
